ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE
"232,395",Aparecio Vivo,Sin Información,10/02/2023,66,Mujer,Colombia,Blanco,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Cartago,Valle Del Cauca
"232,396",Desaparecido,Sin Información,17/02/2023,55,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Rionegro,Antioquia
"232,397",Desaparecido,Sin Información,15/02/2023,26,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,San Rafael,Antioquia
"232,398",Aparecio Muerto,Sin Información,21/02/2023,31,Hombre,Venezuela,Mestizo,Casado (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,399",Aparecio Vivo,Sin Información,20/02/2023,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,402",Desaparecido,Sin Información,20/02/2023,65,Hombre,Colombia,Mestizo,Casado (a),Universitario,Ninguno,Colombia,Valledupar,Cesar
"232,403",Desaparecido,Sin Información,20/02/2023,6,Mujer,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Sin información,Colombia,La Unión,Nariño
"232,404",Aparecio Vivo,Sin Información,18/02/2023,98,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,405",Desaparecido,Sin Información,18/02/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cúcuta,Norte De Santander
"232,407",Desaparecido,Sin Información,18/02/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander
"232,408",Aparecio Vivo,Sin Información,19/02/2023,40,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Manizales,Caldas
"232,409",Desaparecido,Sin Información,13/02/2023,37,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Sin información,Colombia,Popayán,Cauca
"232,410",Aparecio Vivo,Sin Información,16/02/2023,31,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,411",Aparecio Vivo,Sin Información,18/02/2023,17,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,412",Aparecio Vivo,Sin Información,16/02/2023,2,Mujer,Venezuela,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,413",Desaparecido,Sin Información,18/02/2023,63,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda
"232,415",Aparecio Vivo,Sin Información,17/02/2023,11,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,417",Aparecio Vivo,Sin Información,20/02/2023,15,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,418",Desaparecido,Sin Información,02/01/2023,73,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Socorro,Santander
"232,423",Aparecio Vivo,Sin Información,01/02/2023,25,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,424",Desaparecido,Sin Información,18/02/2023,12,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,La Mesa,Cundinamarca
"232,425",Aparecio Vivo,Sin Información,22/02/2023,12,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,426",Aparecio Vivo,Sin Información,22/02/2023,22,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia
"232,428",Desaparecido,Desaparición Presuntamente Forzada,12/01/2023,19,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Cartago,Valle Del Cauca
"232,429",Desaparecido,Sin Información,19/02/2023,25,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Yumbo,Valle Del Cauca
"232,432",Desaparecido,Desaparición Presuntamente Forzada,19/02/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico
"232,433",Desaparecido,Sin Información,20/02/2023,29,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,435",Aparecio Vivo,Sin Información,22/02/2023,71,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,436",Desaparecido,Sin Información,17/02/2023,17,Hombre,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Fusagasugá,Cundinamarca
"232,437",Aparecio Vivo,Sin Información,05/02/2023,19,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño
"232,438",Desaparecido,Sin Información,20/02/2023,63,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,439",Aparecio Vivo,Sin Información,21/02/2023,30,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,México,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"232,440",Desaparecido,Sin Información,23/02/2023,20,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,442",Desaparecido,Sin Información,22/02/2023,7,Hombre,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Santa Marta,Magdalena
"232,445",Aparecio Vivo,Sin Información,18/02/2023,32,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Manizales,Caldas
"232,446",Desaparecido,Sin Información,22/01/2023,15,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Tunja,Boyacá
"232,447",Desaparecido,Sin Información,17/02/2023,24,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas
"232,448",Desaparecido,Sin Información,19/02/2023,39,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,México,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"232,449",Aparecio Vivo,Sin Información,22/02/2023,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,450",Aparecio Vivo,Sin Información,20/02/2023,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,La Unión,Nariño
"232,451",Aparecio Vivo,Sin Información,21/02/2023,37,Hombre,Sin información,Blanco,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,452",Aparecio Vivo,Sin Información,20/02/2023,50,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,453",Aparecio Vivo,Sin Información,23/02/2023,20,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Armenia,Quindio
"232,456",Desaparecido,Sin Información,24/02/2023,48,Hombre,Colombia,Blanco,Sin Información,Sin información,Sin información,Colombia,Cartagena,Bolívar
"232,457",Desaparecido,Sin Información,10/01/2023,65,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación técnica profesional y tecnológica,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"232,458",Desaparecido,Sin Información,24/02/2023,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,460",Aparecio Vivo,Sin Información,23/02/2023,50,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,461",Aparecio Vivo,Sin Información,23/02/2023,31,Mujer,Venezuela,Blanco,Soltero (a),Sin escolaridad,Ninguno,Colombia,Palmira,Valle Del Cauca
"232,462",Desaparecido,Sin Información,23/02/2023,27,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,463",Aparecio Vivo,Sin Información,23/02/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,464",Desaparecido,Sin Información,15/02/2023,29,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Melgar,Tolima
"232,465",Desaparecido,Sin Información,12/02/2023,38,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,466",Desaparecido,Sin Información,24/02/2023,80,Hombre,Colombia,Mestizo,Casado (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,468",Desaparecido,Sin Información,24/02/2023,33,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,469",Aparecio Vivo,Sin Información,24/02/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,470",Aparecio Vivo,Sin Información,12/02/2023,66,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,472",Desaparecido,Sin Información,18/02/2023,26,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,473",Aparecio Muerto,Sin Información,25/02/2023,43,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca
"232,474",Desaparecido,Sin Información,24/02/2023,17,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,475",Aparecio Vivo,Sin Información,24/02/2023,28,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,477",Desaparecido,Sin Información,21/02/2023,30,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Choconta,Cundinamarca
"232,478",Desaparecido,Sin Información,25/02/2023,12,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,479",Desaparecido,Sin Información,09/02/2023,14,Hombre,Venezuela,Mulato,Soltero (a),Educación básica primaria,Ninguno,Colombia,Montería,Córdoba
"232,480",Desaparecido,Sin Información,20/02/2023,20,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Guarne,Antioquia
"232,481",Desaparecido,Sin Información,16/02/2023,49,Hombre,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Ninguno,Cuba,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"232,482",Aparecio Vivo,Sin Información,20/02/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,483",Aparecio Vivo,Sin Información,24/02/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,484",Aparecio Vivo,Sin Información,18/02/2023,19,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Ibagué,Tolima
"232,486",Aparecio Vivo,Sin Información,23/02/2023,34,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Facatativá,Cundinamarca
"232,489",Desaparecido,Sin Información,18/02/2023,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Urrao,Antioquia
"232,490",Aparecio Vivo,Sin Información,25/02/2023,12,Mujer,Sin información,Blanco,Soltero (a),Sin información,Sin información,Colombia,Cali,Valle Del Cauca
"232,491",Aparecio Vivo,Sin Información,25/02/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Comunidad LGBT,Colombia,Bogotá D.C.,Bogotá D.C
"232,492",Aparecio Vivo,Sin Información,24/02/2023,18,Mujer,Colombia,Mestizo,No Aplica,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,494",Aparecio Vivo,Sin Información,25/02/2023,35,Hombre,Colombia,Negro,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Garzón,Huila
"232,495",Desaparecido,Sin Información,19/02/2023,22,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bello,Antioquia
"232,497",Desaparecido,Sin Información,27/02/2023,29,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Soacha,Cundinamarca
"232,499",Aparecio Vivo,Sin Información,20/02/2023,50,Hombre,Venezuela,Sin Información,Soltero (a),Educación inicial y educación preescolar,Otro,Colombia,Armenia,Quindio
"232,500",Aparecio Vivo,Sin Información,06/02/2023,56,Hombre,Sin información,Blanco,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,501",Aparecio Vivo,Sin Información,24/02/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"232,502",Desaparecido,Sin Información,25/02/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,505",Aparecio Vivo,Sin Información,27/02/2023,34,Hombre,Colombia,Mulato,Soltero (a),Sin información,Ninguno,Colombia,Cali,Valle Del Cauca
"232,506",Desaparecido,Sin Información,25/02/2023,17,Mujer,Venezuela,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Rionegro,Antioquia
"232,507",Aparecio Vivo,Sin Información,21/02/2023,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,508",Aparecio Vivo,Sin Información,26/02/2023,13,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,510",Aparecio Vivo,Sin Información,25/02/2023,53,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,512",Aparecio Vivo,Sin Información,27/02/2023,87,Mujer,Colombia,Mestizo,Viudo (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,513",Desaparecido,Sin Información,15/02/2023,51,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,514",Aparecio Vivo,Sin Información,16/02/2023,65,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,515",Desaparecido,Sin Información,23/02/2023,40,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Jamundí,Valle Del Cauca
"232,517",Aparecio Vivo,Sin Información,06/02/2023,16,Mujer,Colombia,Negro,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,518",Aparecio Vivo,Sin Información,25/02/2023,47,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,519",Aparecio Vivo,Sin Información,17/02/2023,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,520",Desaparecido,Sin Información,16/02/2023,16,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,Santa Marta,Magdalena
"232,527",Desaparecido,Sin Información,12/02/2023,37,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,530",Aparecio Vivo,Sin Información,15/02/2023,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,531",Aparecio Vivo,Sin Información,20/02/2023,41,Mujer,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,532",Aparecio Vivo,Sin Información,25/02/2023,33,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,533",Aparecio Vivo,Sin Información,25/02/2023,31,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,535",Desaparecido,Sin Información,21/02/2023,74,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,536",Aparecio Vivo,Sin Información,27/02/2023,31,Mujer,Colombia,Mulato,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,539",Aparecio Vivo,Sin Información,08/02/2023,31,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bello,Antioquia
"232,540",Desaparecido,Sin Información,25/02/2023,26,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Neiva,Huila
"232,541",Aparecio Vivo,Sin Información,25/02/2023,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,542",Aparecio Vivo,Sin Información,22/02/2023,25,Mujer,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,543",Desaparecido,Sin Información,04/02/2023,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Villavicencio,Meta
"232,544",Desaparecido,Sin Información,27/02/2023,43,Mujer,Colombia,Sin Información,Casado (a),Educación básica primaria,Ninguno,Colombia,Marinilla,Antioquia
"232,545",Aparecio Vivo,Sin Información,13/02/2023,24,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,546",Aparecio Vivo,Sin Información,27/02/2023,34,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Mosquera,Cundinamarca
"232,547",Aparecio Vivo,Sin Información,28/02/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,548",Aparecio Vivo,Sin Información,28/02/2023,71,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,549",Desaparecido,Sin Información,18/02/2023,30,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Persona en condición de desplazamiento,Colombia,San Gil,Santander
"232,550",Aparecio Vivo,Sin Información,01/02/2023,17,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,551",Aparecio Muerto,Sin Información,27/02/2023,26,Hombre,Colombia,Sin Información,Unión Libre,Sin información,Sin información,Colombia,Medellín,Antioquia
"232,552",Desaparecido,Sin Información,19/02/2023,46,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,Itagui,Antioquia
"232,553",Desaparecido,Sin Información,20/02/2023,14,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,San José Del Guaviare,Guaviare
"232,554",Desaparecido,Sin Información,19/02/2023,57,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Soacha,Cundinamarca
"232,556",Desaparecido,Sin Información,27/02/2023,66,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,558",Aparecio Vivo,Sin Información,16/02/2023,20,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,559",Aparecio Vivo,Sin Información,20/02/2023,32,Hombre,Venezuela,Mulato,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,560",Aparecio Vivo,Sin Información,21/02/2023,42,Mujer,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca
"232,561",Aparecio Vivo,Sin Información,28/02/2023,87,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca
"232,562",Desaparecido,Sin Información,28/02/2023,58,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Jamundí,Valle Del Cauca
"232,563",Desaparecido,Sin Información,18/02/2023,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño
"232,564",Aparecio Vivo,Sin Información,04/02/2023,33,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,565",Desaparecido,Sin Información,01/03/2023,22,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Medellín,Antioquia
"232,566",Desaparecido,Sin Información,25/02/2023,31,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,567",Desaparecido,Sin Información,22/01/2023,27,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,568",Desaparecido,Sin Información,27/02/2023,49,Mujer,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño
"232,569",Desaparecido,Sin Información,28/02/2023,16,Hombre,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander
"232,570",Desaparecido,Sin Información,28/02/2023,32,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca
"232,571",Aparecio Vivo,Sin Información,27/02/2023,23,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,572",Aparecio Vivo,Sin Información,01/03/2023,35,Mujer,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Ibagué,Tolima
"232,573",Aparecio Vivo,Desaparición Presuntamente Forzada,07/01/2023,37,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,574",Aparecio Vivo,Sin Información,01/03/2023,28,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Envigado,Antioquia
"232,575",Desaparecido,Sin Información,17/02/2023,49,Mujer,Venezuela,Sin Información,Casado (a),Educación media o secundaria alta,Sin información,Colombia,Soacha,Cundinamarca
"232,578",Aparecio Vivo,Sin Información,01/03/2023,30,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,579",Aparecio Vivo,Sin Información,01/03/2023,9,Hombre,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,582",Aparecio Vivo,Sin Información,01/03/2023,41,Hombre,Colombia,Blanco,Unión Libre,Sin información,Ninguno,Colombia,Cali,Valle Del Cauca
"232,583",Aparecio Muerto,Sin Información,10/02/2023,69,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bucaramanga,Santander
"232,585",Desaparecido,Sin Información,02/02/2023,14,Mujer,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Neiva,Huila
"232,587",Desaparecido,Sin Información,21/02/2023,13,Hombre,Colombia,Mestizo,No Aplica,Sin información,Sin información,Colombia,Miranda,Cauca
"232,588",Aparecio Muerto,Sin Información,27/02/2023,30,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Tuluá,Valle Del Cauca
"232,590",Aparecio Vivo,Sin Información,27/01/2023,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Chile,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"232,591",Desaparecido,Sin Información,28/02/2023,19,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Medellín,Antioquia
"232,594",Aparecio Vivo,Sin Información,24/02/2023,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,El Colegio,Cundinamarca
"232,595",Aparecio Muerto,Sin Información,01/03/2023,28,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño
"232,597",Desaparecido,Sin Información,01/03/2023,80,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Sin escolaridad,Sin información,Colombia,Caparrapí,Cundinamarca
"232,598",Aparecio Vivo,Sin Información,02/03/2023,39,Mujer,Colombia,Blanco,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Cali,Valle Del Cauca
"232,599",Desaparecido,Sin Información,01/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,600",Desaparecido,Sin Información,24/02/2023,75,Hombre,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,601",Desaparecido,Sin Información,03/01/2023,42,Hombre,Venezuela,Sin Información,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,602",Desaparecido,Sin Información,21/01/2023,21,Hombre,Colombia,Sin Información,Sin Información,Sin información,Personas desmovilizadas o reinsertadas,Colombia,Puerto Caicedo,Putumayo
