ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE,Contexto
"232,367",Aparecio Vivo,Sin Información,2023-02-15T00:00:00.000,13,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,368",Aparecio Vivo,Sin Información,2023-02-14T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,370",Desaparecido,Sin Información,2023-02-16T00:00:00.000,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,372",Desaparecido,Sin Información,2023-02-15T00:00:00.000,26,Hombre,Venezuela,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Barranquilla,Atlántico,Desaparición
"232,376",Desaparecido,Sin Información,2023-02-11T00:00:00.000,36,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
"232,379",Desaparecido,Sin Información,2023-01-07T00:00:00.000,29,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,380",Aparecio Vivo,Sin Información,2023-02-07T00:00:00.000,19,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Armenia,Quindio,Desaparición
"232,381",Aparecio Vivo,Desaparición Presuntamente Forzada,2023-02-15T00:00:00.000,17,Mujer,Colombia,Negro,Unión Libre,Educación básica primaria,Grupos étnicos,Colombia,Quibdó,Chocó,Desaparición
"232,382",Aparecio Vivo,Desaparición Presuntamente Forzada,2023-02-15T00:00:00.000,1,Mujer,Colombia,Negro,No Aplica,Sin escolaridad,Grupos étnicos,Colombia,Quibdó,Chocó,Desaparición
"232,385",Desaparecido,Sin Información,2023-02-04T00:00:00.000,13,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"232,387",Desaparecido,Sin Información,2023-02-02T00:00:00.000,22,Hombre,Colombia,Blanco,"Separado(a),Divorciado(a)",Educación básica secundaria o secundaria baja,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
"232,388",Aparecio Vivo,Sin Información,2023-02-18T00:00:00.000,22,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,389",Desaparecido,Desaparición Presuntamente Forzada,2023-01-20T00:00:00.000,43,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Neiva,Huila,Desaparición
"232,390",Desaparecido,Sin Información,2023-02-11T00:00:00.000,57,Mujer,Sin información,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,391",Desaparecido,Sin Información,2023-02-17T00:00:00.000,14,Hombre,Colombia,Negro,Soltero (a),Educación básica primaria,Ninguno,Colombia,Caucasia,Antioquia,Desaparición
"232,392",Aparecio Vivo,Sin Información,2023-02-19T00:00:00.000,23,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Villa Del Rosario,Norte De Santander,Desaparición
"232,394",Desaparecido,Sin Información,2023-02-15T00:00:00.000,32,Hombre,Colombia,Sin Información,Sin Información,Educación media o secundaria alta,Ninguno,Colombia,Flandes,Tolima,Desaparición
"232,395",Aparecio Vivo,Sin Información,2023-02-10T00:00:00.000,66,Mujer,Colombia,Blanco,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Cartago,Valle Del Cauca,Desaparición
"232,396",Desaparecido,Sin Información,2023-02-17T00:00:00.000,55,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Rionegro,Antioquia,Desaparición
"232,397",Desaparecido,Sin Información,2023-02-15T00:00:00.000,26,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,San Rafael,Antioquia,Desaparición
"232,398",Aparecio Muerto,Sin Información,2023-02-21T00:00:00.000,31,Hombre,Venezuela,Mestizo,Casado (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,399",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,402",Desaparecido,Sin Información,2023-02-20T00:00:00.000,65,Hombre,Colombia,Mestizo,Casado (a),Universitario,Ninguno,Colombia,Valledupar,Cesar,Desaparición
"232,403",Desaparecido,Sin Información,2023-02-20T00:00:00.000,6,Mujer,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Sin información,Colombia,La Unión,Nariño,Desaparición
"232,404",Aparecio Vivo,Sin Información,2023-02-18T00:00:00.000,98,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,405",Desaparecido,Sin Información,2023-02-18T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,407",Desaparecido,Sin Información,2023-02-18T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,408",Aparecio Vivo,Sin Información,2023-02-19T00:00:00.000,40,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Manizales,Caldas,Desaparición
"232,409",Desaparecido,Sin Información,2023-02-13T00:00:00.000,37,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Sin información,Colombia,Popayán,Cauca,Desaparición
"232,410",Aparecio Vivo,Sin Información,2023-02-16T00:00:00.000,31,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,411",Aparecio Vivo,Sin Información,2023-02-18T00:00:00.000,17,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,412",Aparecio Vivo,Sin Información,2023-02-16T00:00:00.000,2,Mujer,Venezuela,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,413",Desaparecido,Sin Información,2023-02-18T00:00:00.000,63,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
"232,415",Aparecio Vivo,Sin Información,2023-02-17T00:00:00.000,11,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,417",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,15,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,418",Desaparecido,Sin Información,2023-01-02T00:00:00.000,73,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Socorro,Santander,Desaparición
"232,423",Aparecio Vivo,Sin Información,2023-02-01T00:00:00.000,25,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,424",Desaparecido,Sin Información,2023-02-18T00:00:00.000,12,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,La Mesa,Cundinamarca,Desaparición
"232,425",Aparecio Vivo,Sin Información,2023-02-22T00:00:00.000,12,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,426",Aparecio Vivo,Sin Información,2023-02-22T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"232,428",Desaparecido,Desaparición Presuntamente Forzada,2023-01-12T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Cartago,Valle Del Cauca,Desaparición
"232,429",Desaparecido,Sin Información,2023-02-19T00:00:00.000,25,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Yumbo,Valle Del Cauca,Desaparición
"232,432",Desaparecido,Desaparición Presuntamente Forzada,2023-02-19T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
"232,433",Desaparecido,Sin Información,2023-02-20T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,435",Aparecio Vivo,Sin Información,2023-02-22T00:00:00.000,71,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,436",Desaparecido,Sin Información,2023-02-17T00:00:00.000,17,Hombre,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Fusagasugá,Cundinamarca,Desaparición
"232,437",Aparecio Vivo,Sin Información,2023-02-05T00:00:00.000,19,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,438",Desaparecido,Sin Información,2023-02-20T00:00:00.000,63,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,439",Aparecio Vivo,Sin Información,2023-02-21T00:00:00.000,30,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,México,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"232,440",Desaparecido,Sin Información,2023-02-23T00:00:00.000,20,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,442",Desaparecido,Sin Información,2023-02-22T00:00:00.000,7,Hombre,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
"232,445",Aparecio Vivo,Sin Información,2023-02-18T00:00:00.000,32,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Manizales,Caldas,Desaparición
"232,446",Desaparecido,Sin Información,2023-01-22T00:00:00.000,15,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Tunja,Boyacá,Desaparición
"232,447",Desaparecido,Sin Información,2023-02-17T00:00:00.000,24,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas,Desaparición
"232,448",Desaparecido,Sin Información,2023-02-19T00:00:00.000,39,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,México,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"232,449",Aparecio Vivo,Sin Información,2023-02-22T00:00:00.000,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,450",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,La Unión,Nariño,Desaparición
"232,451",Aparecio Vivo,Sin Información,2023-02-21T00:00:00.000,37,Hombre,Sin información,Blanco,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,452",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,50,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,453",Aparecio Vivo,Sin Información,2023-02-23T00:00:00.000,20,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Armenia,Quindio,Desaparición
"232,456",Desaparecido,Sin Información,2023-02-24T00:00:00.000,48,Hombre,Colombia,Blanco,Sin Información,Sin información,Sin información,Colombia,Cartagena,Bolívar,Desaparición
"232,457",Desaparecido,Sin Información,2023-01-10T00:00:00.000,65,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación técnica profesional y tecnológica,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,458",Desaparecido,Sin Información,2023-02-24T00:00:00.000,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,460",Aparecio Vivo,Sin Información,2023-02-23T00:00:00.000,50,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,461",Aparecio Vivo,Sin Información,2023-02-23T00:00:00.000,31,Mujer,Venezuela,Blanco,Soltero (a),Sin escolaridad,Ninguno,Colombia,Palmira,Valle Del Cauca,Desaparición
"232,462",Desaparecido,Sin Información,2023-02-23T00:00:00.000,27,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,463",Aparecio Vivo,Sin Información,2023-02-23T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,464",Desaparecido,Sin Información,2023-02-15T00:00:00.000,29,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Melgar,Tolima,Desaparición
"232,465",Desaparecido,Sin Información,2023-02-12T00:00:00.000,38,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,466",Desaparecido,Sin Información,2023-02-24T00:00:00.000,80,Hombre,Colombia,Mestizo,Casado (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,468",Desaparecido,Sin Información,2023-02-24T00:00:00.000,33,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,469",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,470",Aparecio Vivo,Sin Información,2023-02-12T00:00:00.000,66,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,472",Desaparecido,Sin Información,2023-02-18T00:00:00.000,26,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,473",Aparecio Muerto,Sin Información,2023-02-25T00:00:00.000,43,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,474",Desaparecido,Sin Información,2023-02-24T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,475",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,28,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,477",Desaparecido,Sin Información,2023-02-21T00:00:00.000,30,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Choconta,Cundinamarca,Desaparición
"232,478",Desaparecido,Sin Información,2023-02-25T00:00:00.000,12,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,479",Desaparecido,Sin Información,2023-02-09T00:00:00.000,14,Hombre,Venezuela,Mulato,Soltero (a),Educación básica primaria,Ninguno,Colombia,Montería,Córdoba,Desaparición
"232,480",Desaparecido,Sin Información,2023-02-20T00:00:00.000,20,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Guarne,Antioquia,Desaparición
"232,481",Desaparecido,Sin Información,2023-02-16T00:00:00.000,49,Hombre,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Ninguno,Cuba,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"232,482",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,483",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,484",Aparecio Vivo,Sin Información,2023-02-18T00:00:00.000,19,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Ibagué,Tolima,Desaparición
"232,486",Aparecio Vivo,Sin Información,2023-02-23T00:00:00.000,34,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Facatativá,Cundinamarca,Desaparición
"232,489",Desaparecido,Sin Información,2023-02-18T00:00:00.000,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Urrao,Antioquia,Desaparición
"232,490",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,12,Mujer,Sin información,Blanco,Soltero (a),Sin información,Sin información,Colombia,Cali,Valle Del Cauca,Desaparición
"232,491",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Comunidad LGBT,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,492",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,18,Mujer,Colombia,Mestizo,No Aplica,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,494",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,35,Hombre,Colombia,Negro,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Garzón,Huila,Desaparición
"232,495",Desaparecido,Sin Información,2023-02-19T00:00:00.000,22,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bello,Antioquia,Desaparición
"232,497",Desaparecido,Sin Información,2023-02-27T00:00:00.000,29,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"232,499",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,50,Hombre,Venezuela,Sin Información,Soltero (a),Educación inicial y educación preescolar,Otro,Colombia,Armenia,Quindio,Desaparición
"232,500",Aparecio Vivo,Sin Información,2023-02-06T00:00:00.000,56,Hombre,Sin información,Blanco,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,501",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Sin información,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,502",Desaparecido,Sin Información,2023-02-25T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,505",Aparecio Vivo,Sin Información,2023-02-27T00:00:00.000,34,Hombre,Colombia,Mulato,Soltero (a),Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,506",Desaparecido,Sin Información,2023-02-25T00:00:00.000,17,Mujer,Venezuela,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Rionegro,Antioquia,Desaparición
"232,507",Aparecio Vivo,Sin Información,2023-02-21T00:00:00.000,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,508",Aparecio Vivo,Sin Información,2023-02-26T00:00:00.000,13,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,510",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,53,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,512",Aparecio Vivo,Sin Información,2023-02-27T00:00:00.000,87,Mujer,Colombia,Mestizo,Viudo (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,513",Desaparecido,Sin Información,2023-02-15T00:00:00.000,51,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,514",Aparecio Vivo,Sin Información,2023-02-16T00:00:00.000,65,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,515",Desaparecido,Sin Información,2023-02-23T00:00:00.000,40,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Jamundí,Valle Del Cauca,Desaparición
"232,517",Aparecio Vivo,Sin Información,2023-02-06T00:00:00.000,16,Mujer,Colombia,Negro,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,518",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,47,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,519",Aparecio Vivo,Sin Información,2023-02-17T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,520",Desaparecido,Sin Información,2023-02-16T00:00:00.000,16,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,Santa Marta,Magdalena,Desaparición
"232,527",Desaparecido,Sin Información,2023-02-12T00:00:00.000,37,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,530",Aparecio Vivo,Sin Información,2023-02-15T00:00:00.000,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,531",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,41,Mujer,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,532",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,33,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,533",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,31,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,535",Desaparecido,Sin Información,2023-02-21T00:00:00.000,74,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,536",Aparecio Vivo,Sin Información,2023-02-27T00:00:00.000,31,Mujer,Colombia,Mulato,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,539",Aparecio Vivo,Sin Información,2023-02-08T00:00:00.000,31,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bello,Antioquia,Desaparición
"232,540",Desaparecido,Sin Información,2023-02-25T00:00:00.000,26,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Neiva,Huila,Desaparición
"232,541",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,542",Aparecio Vivo,Sin Información,2023-02-22T00:00:00.000,25,Mujer,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,543",Desaparecido,Sin Información,2023-02-04T00:00:00.000,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Villavicencio,Meta,Desaparición
"232,544",Desaparecido,Sin Información,2023-02-27T00:00:00.000,43,Mujer,Colombia,Sin Información,Casado (a),Educación básica primaria,Ninguno,Colombia,Marinilla,Antioquia,Desaparición
"232,545",Aparecio Vivo,Sin Información,2023-02-13T00:00:00.000,24,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,546",Aparecio Vivo,Sin Información,2023-02-27T00:00:00.000,34,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Mosquera,Cundinamarca,Desaparición
"232,547",Aparecio Vivo,Sin Información,2023-02-28T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,548",Aparecio Vivo,Sin Información,2023-02-28T00:00:00.000,71,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,549",Desaparecido,Sin Información,2023-02-18T00:00:00.000,30,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Persona en condición de desplazamiento,Colombia,San Gil,Santander,Desaparición
"232,550",Aparecio Vivo,Sin Información,2023-02-01T00:00:00.000,17,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,551",Aparecio Muerto,Sin Información,2023-02-27T00:00:00.000,26,Hombre,Colombia,Sin Información,Unión Libre,Sin información,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,552",Desaparecido,Sin Información,2023-02-19T00:00:00.000,46,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,Itagui,Antioquia,Desaparición
"232,553",Desaparecido,Sin Información,2023-02-20T00:00:00.000,14,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,San José Del Guaviare,Guaviare,Desaparición
